,Unnamed: 0,username,followers,created_at,tweet_text,tone
252,252,SubhadwipDeb3,7,2020-03-24 12:23:54,When I died in China due to #coronavirus and again took birth in China and this time #Hantavirus caught me,2.0
253,253,LakshmikantKTOI,171,2020-03-24 12:23:54,"Following extension of restrictions till March 31, people crowded stores for #groceries, #vegetables and #milk prod…",0.0
254,254,7NewsBrisbane,105197,2020-03-24 12:23:53,"It took just 67 days from the initial case appearing to reach the first 100,000 cases. “We're not prisoner to those…",0.0
255,255,EsM0LvjqrknJHnH,1,2020-03-24 12:23:52,"""United we die""
""Divided we SURVIVE""
""Even quotes can't withstand #CORONAVIRUS.",2.0
258,258,dittmar_schwarz,876,2020-03-24 12:23:51,"""The conclusions are obvious: It is established that the virus is artificial and with a high degree of probability…",0.0
259,259,GuardianLifeNG,2328,2020-03-24 12:23:50,"A prominent 30-year-old television journalist has died in Zimbabwe after contracting the new coronavirus infection,…",2.0
260,260,Moustafa_kamil,16,2020-03-24 12:23:50,"#Coronavirus right now! 
#اسكندرية 
#حظر_كامل 
#كورونا_الجديد",1.0
262,262,radeknemec72,2641,2020-03-24 12:23:49,ReutersBiz Reuters I am starting to think that #coronavirus is in fact #Thanos,0.0
264,264,NewTRNewsAgency,392,2020-03-24 12:23:48,#Lebanon has recorded a total of 304 #coronavirus cases after a new 37 infections were confirmed over the past 24 h…,0.0
266,266,timesofoman,69669,2020-03-24 12:23:47,"The Supreme Committee for Dealing with Covid 19 suspended all domestic and international flights 
#coronavirus",1.0
267,267,ManiMalagon,179,2020-03-24 12:23:45,Loss of smell. #coronavirus #Covid19 #anosmia dracarolinalc BrianLenzkes ObesityResolved ketomecarbohol1…,2.0
269,269,oepforum,1463,2020-03-24 12:23:44,There are Now 42 Confirmed Cases of #Coronavirus in #Nigeria  #oepforum #oepforum.com…,0.0
270,270,RVAwonk,436215,2020-03-24 12:23:44,#BREAKING: Japanese PM Shinzo Abe just announced the 2020 summer Olympics will be delayed until 2021 due to…,2.0
271,271,iamadilshaikh,30,2020-03-24 12:23:43,"BhatiMudassir Aur ye desh k launde lockdown mae chale hero bane
#CoronavirusOutbreak 
#coronavirus",1.0
272,272,Broadcast_TECH,5767,2020-03-24 12:23:42,Our 'How are #post #production houses adapting to the #coronavirus' pandemic?' feature continues to grow and grow.…,0.0
273,273,USNationNews,1051,2020-03-24 12:23:42,"DailyMail Amazing that officials don't seem to care about supermarket cashiers, who are most likely to contract…",1.0
274,274,GramNaija,1693,2020-03-24 12:23:41,{Recent News} COVID-19: confirmed #cases now 42 in #Nigeria  #coronavirus #covid,0.0
275,275,ACatInParis,8146,2020-03-24 12:23:41,"Part 2: elsewhere in the EU: 
lockdown in Greece, 
new restrictions in the Netherlands, 
&amp; a health update on…",1.0
276,276,abdallah7011,33,2020-03-24 12:23:41,"Corona-virus is from the minor chastisement before the major chastisement so they may turn (to Allah)..

Imam Nasse…",0.0
278,278,Al_Maldives,6976,2020-03-24 12:23:38,Coronavirus #vaccine could be ready April: #Chinese officials #coronavirus #CoronaCrisis #CoronaAlert…,1.0
279,279,JBuchananBKK,6928,2020-03-24 12:23:38,"#SocialDistancing: some people didn't get it *before* #coronavirus, and they *still* don't get it.",0.0
280,280,BWilliLiou,2923,2020-03-24 12:23:38,Good Tuesday morning. The business rolling #coronavirus update was the most-read story on TheTerminal during the…,1.0
281,281,lauraleedooley,3324,2020-03-24 12:23:37,Coronavirus pandemic leading to huge drop in air pollution  by jonathanwatts #coronavirus,0.0
282,282,SinghCharanjit_,160,2020-03-24 12:23:37,"#Coronavirus
Punjab CM expresses satisfaction over public response to curfew
capt_amarinder 
GirishDayalan…",0.0
283,283,jpine1999,683,2020-03-24 12:23:37,"murpharoo callapilla Maybe that's why late.... Create confusion and chaos

#auspol 

#coronavirusaustralia…",0.0
284,284,Becky_8_,42,2020-03-24 12:23:36,"This isn’t what my classroom should look like today. The room should be noisy, the chairs should have children sitt…",0.0
285,285,coincoine,33,2020-03-24 12:23:36,Everyone has infected #coronavirus and %99.9 healed without any big problem. Just some older people and some cronic…,2.0
286,286,TravelSort,4274,2020-03-24 12:23:34,►Hawaii: 14 Day Coronavirus Quarantine for All Arrivals:  #Hawaii #coronavirus #travel,1.0
287,287,FIROZMANIA,52,2020-03-24 12:23:33,"Had to spend time with family due to #CoronavirusLockdown found out they are nice people too... 

#CoronaVirus #COVIDIDIOTS #Covid19Out",1.0
288,288,LatinaSam,10006,2020-03-24 12:23:33,Well its official! Tokyo Olympics to be postponed to 2021 due to #coronavirus pandemic,0.0
289,289,fittechglobal,17,2020-03-24 12:23:32,"Life Fitness launches at-home, on-demand workout videos to help keep exercisers active LifeFitness #FitAtHome…",1.0
290,290,alphacentauriii,2327,2020-03-24 12:23:32,"“WHO: US has potential to be ""epicentre of outbreak""

A spokeswoman from the World Health Organisation has said the…",1.0
291,291,SaloniS75050868,0,2020-03-24 12:23:31,"Take a step towards safety of your family and yours from CoVID 19.

#LockdownNow…",0.0
293,293,StudentNurse_NJ,1495,2020-03-24 12:23:29,"BREAKING: Ghana Records 25 New Cases Of #Coronavirus | Sahara Reporters 
This is just as the country recorded two d…",0.0
294,294,SolutionOzone,556,2020-03-24 12:23:28,Great option for #coronavirus prevention! #Coronavid19 #CoronavirusLockdown #coronavirusuk #Corona #COVIDー19 #covid…,1.0
295,295,sswalker,3052,2020-03-24 12:23:28,"There are now 826 confirmed #Coronavirus cases and 9 deaths in Texas, according to HoustonChron interactive map.…",0.0
296,296,cazhowes100,46,2020-03-24 12:23:28,Companies are preparing to ensure #business continuity in response to the #Coronavirus outbreak with new work patte…,0.0
297,297,mikewhitesport,9177,2020-03-24 12:23:27,If you see stories that we might have missed of any local sportsmen &amp; women and/or clubs &amp; organisations who are do…,0.0
298,298,CindyPhillipsRD,92,2020-03-24 12:23:27,"#coronavirus can take away our space, but it Can’t take our community.  What acts of kindness are you seeing in you…",1.0
301,301,Sohrab02595939,2,2020-03-24 12:23:26,tehseenp You bloody shit if you were really aware about spread of #coronavirus then why you never asked Dayans of…,2.0
302,302,CastilloJulie,2250,2020-03-24 12:23:26,"LtGovTX Dan Patrick says the old and sick should risk #COVIDー19 to protect the economy. 

What he knows because he…",2.0
303,303,kaplanikids,6431,2020-03-24 12:23:26,Rep. Ben McAdams hospitalized after #coronavirus positive test,1.0
305,305,yunsukCNA,4631,2020-03-24 12:23:25,Finally it’s official. #Tokyo2020 #Olympics will be moved to #Tokyo2021 amid #coronavirus scare.,1.0
307,307,SupermanHotMale,262869,2020-03-24 12:23:23,"Dear SenSchumer 
Thank you to all SenateDems for watching out for our economic well being…
#COVID19 
#coronavirus",1.0
308,308,rahulpandey2604,15,2020-03-24 12:23:23,"We need to remember that it is the healthcare professionals who are more educated about, vigilant against and caref…",2.0
309,309,360ict,526,2020-03-24 12:23:23,Huge effect of the #coronavirus alert. We’re seeing a rise in #COVIDー19 related cyber scams too.,0.0
310,310,CrOwnSphMinX,1415,2020-03-24 12:23:23,"#COVIDー19 #CORONAVIRUS THRIVES IN COLD, ESPECIALLY HARD, COLD SURFACES.
Too many people still don't know it does NO…",2.0
311,311,AmberRajen,2005,2020-03-24 12:23:23,"Coronavirus: Deaths in Spain rise sharply to over 2,500 #Coronavirus",2.0
312,312,Degeniusmedia,2992,2020-03-24 12:23:22,"BREAKING: Lagos, Ogun Confirms 2 New Cases Of #Coronavirus",0.0
314,314,CPOresources,1987,2020-03-24 12:23:22,"Have a look at some of the amazing #resources, #prayers and advice our friends at the ArthurRankCent as a response…",1.0
315,315,Kally_Peigne,3671,2020-03-24 12:23:22,yaletung I've had amazing results from taking pure Vit C powder whenever having a tight chest.  I'm asthmatic and…,1.0
316,316,NormanBercasio,71,2020-03-24 12:23:21,We need this Italian Mayor to lead the quarantine around the world!  #Coronavirus,1.0
317,317,smilanovic23,5,2020-03-24 12:23:21,"You're young, healthy, you get the #coronavirus and you don't even know it. You go visit your grandma Jenny, along…",1.0
318,318,Juligarland,58,2020-03-24 12:23:20,#Coronavirus latest: World adjusts to life on #lockdown.,1.0
319,319,Jerusalem_Post,459420,2020-03-24 12:23:20,"The United States could become the global epicenter of the #coronavirus outbreak, the World Health Organization sai…",1.0
320,320,RHANews,17857,2020-03-24 12:23:19,"Extend the transition period, RHARichardB urges michaelgove. Firms must be fully focused on getting through the…",1.0
321,321,JohnBucanis,7385,2020-03-24 12:23:17,4ozscoop MarkDice realDonaldTrump You know she is trying to get things passed that have absolutely NOTHING to do…,0.0
323,323,CBSPhilly,194140,2020-03-24 12:23:16,"#WATCH: HAPPY BIRTHDAY, ADDILYN!  Even the #coronavirus outbreak couldn't ruin a 4-year-old girl's birthday! See…",1.0
324,324,RealityBox,39206,2020-03-24 12:23:14,ITV confirms #BritainsGotTalent live shows will be postponed amid #coronavirus outbreak,0.0
325,325,BetterMarkets,7391,2020-03-24 12:23:12,Have to wonder if the pop in Dow futures is related to #WallStreet dreams of $4 trillion being ladled out them &amp; ot…,0.0
326,326,KirstenAllison,540,2020-03-24 12:23:12,Remember when Trump said he could kill someone on 5th Ave and he wouldn’t lose any supporters... #Coronavirus #TrumpLiesPeopleDie,2.0
327,327,Niki55598951,0,2020-03-24 12:23:11,"Our leaders should understand first how corona spreads , can't  make and take decision in every press meet  #coronavirus",0.0
328,328,jibreelriley,4520,2020-03-24 12:23:11,"I could care less about the economy right now. 

#Coronavirus",2.0
329,329,goldenarcher,1863,2020-03-24 12:23:10,"My God! I can’t believe the latest #coronavirus #COVID19 figures in the US:

Cases: 46,455
Recovered: 333
Deaths: 5…",2.0
330,330,HealthwatchEnf,1772,2020-03-24 12:23:10,"Please note that visiting for all patients at NorthMidNHS will no longer be allowed until further notice, except f…",0.0
331,331,slmehra,296,2020-03-24 12:23:10,nnojha The testing for #Coronavirus is absymally low as the cases are increasing every day and given the size of p…,2.0
332,332,TrumpCritic,1334,2020-03-24 12:23:09,#BREAKING SecPompeo: Iran Stole More Than $1 Billion in #Coronavirus Funds.,2.0
335,335,karolosgrohmann,3197,2020-03-24 12:23:08,and now Tokyo can calmly focus on hosting Olympic Games that will truly reflect #Japan without the pressure to deli…,1.0
337,337,MParekh,16764,2020-03-24 12:23:08,"Case study to watch on the next stage, 'social distancing fatigue'. Human nature. Will come to all communities soon…",1.0
339,339,arabnews,229272,2020-03-24 12:23:08,#BREAKING: Sudan records third case of #coronavirus infection,2.0
341,341,pictaler,1524,2020-03-24 12:23:07,"political elites seem to be coming down with the #coronavirus. what's your reaction?

#covid19nigeria",2.0
342,342,Spotboye,556736,2020-03-24 12:23:05,".akshaykumar loses his cool, as people go out and about during COVID-19 pandemic!

#AkshayKumar | #Coronavirus |…",0.0
343,343,AnnaRNinja,360,2020-03-24 12:23:05,SAVE THE #CULTURE AND SUPPORT 13.000 APULIAN ENTERPRISES AND 30.000 APULIAN WORKERS MORE THAN 4.000 CANCELLED EVENT…,2.0
344,344,HOUBizJournal,46786,2020-03-24 12:23:05,"Harris County is expected to issue a stay-at-home order Tuesday, March 24, joining some other Texas counties and ma…",0.0
345,345,glenvillemorris,477,2020-03-24 12:23:05,"Like two ends of a spectrum here. App Store downloads (last 60 days) Social, Education and Productivity vs Travel v…",0.0
347,347,flipzide,247,2020-03-24 12:23:04,"Definitions are important! Stop guessing when you can know. ""I feel fine, I don't have the virus...""

Asymptomatic:…",0.0
348,348,Ecohoof,2977,2020-03-24 12:23:03,"One of my oldest friends and his wife have just tested positive for the #CoronaVirus in Australia, 🤞 they both pull…",1.0
350,350,fuelintegrated,63,2020-03-24 12:23:02,Our Head of Client Services shares her thoughts on what it now means to be #WorkingFromHome,0.0
352,352,SalesJobs_com,25847,2020-03-24 12:23:02,Recruiters say companies are still hiring during COVID-19 crisis — how that's working,2.0
353,353,IndiaToday,5280834,2020-03-24 12:23:01,Today is day 2 of #Coronavirus lockdown. Are people belonging to essential services being turned away?…,1.0
356,356,NAISnetwork,22585,2020-03-24 12:23:00,"As the news changes daily about the #coronavirus, don't forget to check with the regularly updated NAIS Coronavirus…",0.0
357,357,Nordic_News,13251,2020-03-24 12:23:00,Swedish health official: No need to close schools for now #coronavirus,1.0
358,358,nabarund,312,2020-03-24 12:23:00,"#SocialDistancing lagging in places with lower health insurance coverage. Consequences?

I mashedup RWJF data +…",0.0
359,359,irish_news,87752,2020-03-24 12:23:00,#Coronavirus: 'Small number' of pupils attend schools after closure,0.0
361,361,co_firing_line,3136,2020-03-24 12:22:59,With video.  Lying liars and propagandists in the lying liberal media simply refuse to stop lying about everything.…,2.0
364,364,THLresearch,1054,2020-03-24 12:22:59,"The current situation with #coronavirus in #Finland 

12 000 tested
792 laboratory-confirmed cases 
73 hospitali…",1.0
365,365,Jb21bh,473,2020-03-24 12:22:58,The #ShaheenBagh protest has successfully given 2 #CoronaVirus cases.#IndiaFirst,2.0
367,367,adenqaloshe,2333,2020-03-24 12:22:57,"Former well known Somali footballer &amp; Coach, Abdulkhadir Mohamed Farah ""Biriq"" dies from #coronavirus in the #UK. H…",2.0
369,369,geezer_one,3716,2020-03-24 12:22:55,"The Great Depression shaped a generation.
The economic fallout of #coronavirus and our response to it, will do the…",2.0
370,370,KnkPants,353,2020-03-24 12:22:55,Happy Tuesday 🤣🤣🤣 #KnkPants #curvygirl #lookslikeanaltome #treatsomeone #annsummers #mybirthdaymonth #spiceitup…,1.0
371,371,USNationNews,1051,2020-03-24 12:22:55,"GovMikeHuckabee Amazing that officials don't seem to care about supermarket cashiers, who are most likely to contr…",1.0
372,372,ScubaDude7,625,2020-03-24 12:22:55,Texas hates ⁦Dan Patrick⁩. It’s not because he changed his name from Dannie Goeb for political purposes to distance…,0.0
374,374,sagenaradamuni,62759,2020-03-24 12:22:54,Fake account created by INCIndia IT Cell scoundrels and Tubelight rahulgandhi RTs &amp; comment on this Fake account…,2.0
375,375,wlfpack81,1273,2020-03-24 12:22:53,As #America burns... #Coronavirus,2.0
376,376,blogsmond,0,2020-03-24 12:22:53,"ABBA KYARI SUSPECTED OF CONTRACTING CORONA VIRUS

#coronavirus #Covid19Out #COVID19NIGERIA",0.0
377,377,davidncpr,1551,2020-03-24 12:22:53,#coronavirus testing is increasingly scarce in the #northcountry and that’s a problem.,0.0
378,378,JanesJophlin,27,2020-03-24 12:22:53,Biz2Credit is standing with small #businesses during this difficult time due to the #Coronavirus outbreak. This res…,0.0
379,379,angerequin,98,2020-03-24 12:22:53,Meanwhile in the home country of #CoronaVirus,0.0
380,380,KrisNBC,5994,2020-03-24 12:22:53,"If you are looking for work, there are companies hiring during this #coronavirus #ShelterInPlace, including…",0.0
381,381,am_parvej,269,2020-03-24 12:22:52,"100 days- NOTHING broke #ShaheenBagh
- the cold
- the Govt
- the media
- gun shots
- the IT Cell
- fake sting ops
F…",2.0
383,383,AndyRudge_Spex,1419,2020-03-24 12:22:51,Wonder if iOS13.4 launch will be delayed today because of #Coronavirus Apple,2.0
384,384,Blubaycrab,101,2020-03-24 12:22:51,#Republicans Add Insult to Illness  #TrumpVirus #CoronaVirus,2.0
